iter	F1	Logloss
69	0.9962901896	0.03661086045
70	0.9964955679	0.03577897054
71	0.9965982888	0.03482082297
72	0.9965982888	0.03426201247
73	0.9965982888	0.03357423696
74	0.9965982888	0.03307774443
75	0.9968037942	0.03251306913
76	0.9968037942	0.0319472375
77	0.9969065787	0.03146998151
78	0.9971122112	0.03082931019
79	0.9971122112	0.03004290937
80	0.9973179286	0.02939954169
81	0.9975237309	0.0288648948
82	0.9975237309	0.02845779126
83	0.9975237309	0.02788151381
84	0.9976266639	0.02758738209
85	0.9976266639	0.02710196914
86	0.9977296182	0.02683312936
87	0.9977296182	0.02646007392
88	0.9979355904	0.02604068439
89	0.9980386084	0.02578968361
90	0.9980386084	0.02539590212
91	0.9981416477	0.02508439278
92	0.9981416477	0.02476452817
93	0.9981416477	0.0244375356
94	0.9981416477	0.02412851137
95	0.9982447083	0.02385008619
96	0.9982447083	0.02358760496
97	0.9982447083	0.02337307559
98	0.9983477902	0.02281333435
99	0.9983477902	0.02261061247
100	0.9984508933	0.02230378042
101	0.9984508933	0.0220496135
102	0.9984508933	0.02184643083
103	0.9984508933	0.02179300766
104	0.9985540178	0.02156765052
105	0.9985540178	0.0214066566
106	0.9986571635	0.02128680437
107	0.9986571635	0.02111227593
108	0.9986571635	0.02088035122
109	0.9986571635	0.02077810204
110	0.9986571635	0.02059563853
111	0.9986571635	0.02039035268
112	0.9986571635	0.02023489234
113	0.9986571635	0.02005431661
114	0.9986571635	0.01985700059
115	0.9986571635	0.01966774606
116	0.9986571635	0.01954735201
117	0.9986571635	0.01949137723
118	0.998863519	0.01897915665
119	0.9989667287	0.01884993688
120	0.9989667287	0.01880572043
121	0.998863519	0.01863985488
122	0.998863519	0.01845333864
123	0.998863519	0.01831676379
124	0.9989667287	0.01816635213
125	0.9989667287	0.01805647211
126	0.9989667287	0.01796617528
127	0.9990699597	0.01777939565
128	0.9991732121	0.01763365282
129	0.9991732121	0.01759123962
130	0.9991732121	0.01745065333
131	0.9991732121	0.01742474336
132	0.9991732121	0.017404096
133	0.9991732121	0.01730822813
134	0.9992764858	0.01713524414
135	0.9993797809	0.01712016267
136	0.9993797809	0.01691017367
137	0.9992764858	0.01677243063
138	0.9992764858	0.01664667291
139	0.9992764858	0.01660970412
140	0.9992764858	0.01654807633
141	0.9993797809	0.01623332191
142	0.9993797809	0.01614663009
143	0.9993797809	0.0160357339
144	0.9993797809	0.01591855425
145	0.9993797809	0.01574748591
146	0.9993797809	0.01562395654
147	0.9994830973	0.01533311242
148	0.9994830973	0.01520783701
149	0.9994830973	0.01506194657
150	0.9994830973	0.01481872216
151	0.9994830973	0.01467756191
152	0.9994830973	0.01458997944
153	0.9994830973	0.0145216148
154	0.9994830973	0.01439830606
155	0.9994830973	0.01428039051
156	0.9994830973	0.01402589564
157	0.9994830973	0.01395118417
158	0.9994830973	0.0137505788
159	0.9994830973	0.01369869092
160	0.9994830973	0.01365559956
161	0.9994830973	0.01363795714
162	0.9994830973	0.01343114324
163	0.9994830973	0.01340560662
164	0.9994830973	0.01325291978
165	0.9994830973	0.01314304549
166	0.9994830973	0.01306081063
167	0.9994830973	0.0129501373
168	0.9994830973	0.01284519242
169	0.9994830973	0.01274315301
170	0.9994830973	0.01253409993
171	0.9994830973	0.01237581295
172	0.9994830973	0.01232161428
173	0.9994830973	0.01225648975
174	0.9994830973	0.0122275884
175	0.9994830973	0.01212263221
176	0.9994830973	0.01203232475
177	0.9994830973	0.01195767487
178	0.9994830973	0.01186349065
179	0.9994830973	0.01184262886
180	0.9994830973	0.01169487321
181	0.9994830973	0.0116378818
182	0.9994830973	0.01146572854
183	0.9994830973	0.01143994809
184	0.9994830973	0.0113843374
185	0.9994830973	0.0112992376
186	0.9994830973	0.01124685817
187	0.9995864351	0.01122561286
188	0.9994830973	0.01117269021
189	0.9995864351	0.01109904027
190	0.9995864351	0.01105053967
191	0.9995864351	0.01099116829
192	0.9995864351	0.0109547515
193	0.9996897942	0.01088414856
194	0.9996897942	0.01083605026
195	0.9996897942	0.01080951573
196	0.9996897942	0.01065788646
197	0.9996897942	0.01063252113
198	0.9996897942	0.01048239984
199	0.9996897942	0.01042679108
200	0.9996897942	0.01036984865
201	0.9996897942	0.01028095166
202	0.9996897942	0.01017392699
203	0.9996897942	0.01002821657
204	0.9996897942	0.009985998516
205	0.9996897942	0.009898322305
206	0.9996897942	0.009840191268
207	0.9996897942	0.009793980675
208	0.9996897942	0.009770670026
209	0.9997932175	0.009735390091
210	0.9996897942	0.009686003605
211	0.9997932175	0.009585916198
212	0.9997932175	0.009509334416
213	0.9997932175	0.009320640795
214	0.9997932175	0.009286982614
215	0.9997932175	0.009224035582
216	0.9997932175	0.009189620257
217	0.9997932175	0.009095178893
218	0.9997932175	0.008992597812
219	0.9997932175	0.008954278086
220	0.9997932175	0.008900557144
221	0.9997932175	0.008814928756
222	0.9997932175	0.008774881716
223	0.9997932175	0.008743611449
224	0.9997932175	0.008645696138
225	0.9997932175	0.008601669679
226	0.9997932175	0.008547376189
227	0.9997932175	0.008520103124
228	0.9997932175	0.008480164952
229	0.9997932175	0.008466249885
230	0.9997932175	0.008425864603
231	0.9997932175	0.008328664761
232	0.9997932175	0.008294511789
233	0.9997932175	0.008234812799
234	0.9997932175	0.008195501598
235	0.9997932175	0.008170199784
236	0.9997932175	0.00814283277
237	0.9997932175	0.008110134823
238	0.9997932175	0.008059985488
239	0.9997932175	0.008013604258
240	0.9997932175	0.007954856046
241	0.9997932175	0.007941007588
242	0.9997932175	0.007898048984
243	0.9997932175	0.007857003944
244	0.9997932175	0.007806528479
245	0.9997932175	0.007726549922
246	0.9997932175	0.007701227868
247	0.9997932175	0.007603519206
248	0.9997932175	0.00757028926
249	0.9997932175	0.007542866687
250	0.9997932175	0.007505782135
251	0.9997932175	0.007483026515
252	0.9997932175	0.007439386181
253	0.9997932175	0.007387769261
254	0.9997932175	0.007372469538
255	0.9997932175	0.007331676274
256	0.9997932175	0.007322418343
257	0.9997932175	0.007291196889
258	0.9997932175	0.007273602929
259	0.9997932175	0.007164742433
260	0.9997932175	0.007117747609
261	0.9997932175	0.007110053768
262	0.9997932175	0.007083903399
263	0.9997932175	0.007061500181
264	0.9997932175	0.007032879305
265	0.9997932175	0.007008584405
266	0.9997932175	0.006981354967
267	0.9997932175	0.006957974427
268	0.9997932175	0.00687635917
269	0.9997932175	0.006850324648
270	0.9997932175	0.006790591772
271	0.9997932175	0.00674882982
272	0.9997932175	0.00673607325
273	0.9997932175	0.006724314006
274	0.9997932175	0.006676525282
275	0.9997932175	0.006662450923
276	0.9997932175	0.006654406574
277	0.9997932175	0.006629109785
278	0.9997932175	0.006595001273
279	0.9997932175	0.006568648957
280	0.9997932175	0.00654318023
281	0.9997932175	0.006534918328
282	0.9997932175	0.00651864025
283	0.9997932175	0.006492704854
284	0.9997932175	0.006465379709
285	0.9997932175	0.006444355326
286	0.9997932175	0.006406601426
287	0.9997932175	0.006393857577
288	0.9997932175	0.006350714218
289	0.9997932175	0.006311750862
290	0.9997932175	0.006271183615
291	0.9997932175	0.006259134714
292	0.9997932175	0.006235547854
293	0.9997932175	0.006158567093
294	0.9997932175	0.006128623098
295	0.9997932175	0.006092470804
296	0.9997932175	0.006082967429
297	0.9997932175	0.006041526165
298	0.9997932175	0.006021780032
299	0.9997932175	0.006001930809
300	0.9997932175	0.00599017273
301	0.9998965981	0.005910665613
302	0.9998965981	0.005893640792
303	0.9997932175	0.005825328922
304	0.9997932175	0.005804415748
305	0.9997932175	0.005786450756
306	0.9998965981	0.005775706249
307	0.9998965981	0.005761582925
308	0.9998965981	0.005751548602
309	0.9998965981	0.005733613047
310	0.9998965981	0.005724903902
311	0.9998965981	0.00569921047
312	0.9998965981	0.005660962258
313	0.9998965981	0.005647843099
314	0.9998965981	0.005637062157
315	0.9998965981	0.005586634724
316	0.9998965981	0.005561637358
317	0.9998965981	0.005552455727
318	0.9998965981	0.005540937784
319	0.9998965981	0.005540923135
320	0.9998965981	0.005519566523
321	0.9998965981	0.005499820375
322	0.9998965981	0.005468897528
323	0.9998965981	0.005468892988
324	0.9998965981	0.00545361538
325	0.9998965981	0.005437637748
326	0.9998965981	0.005419889796
327	0.9998965981	0.005376581032
328	0.9998965981	0.005369323482
329	0.9998965981	0.005340124887
330	0.9998965981	0.005323588505
331	0.9998965981	0.005315640311
332	0.9998965981	0.005303086996
333	0.9998965981	0.005288328081
334	0.9998965981	0.005271589457
335	0.9998965981	0.005216546838
336	0.9998965981	0.005209943597
337	0.9998965981	0.00517103413
338	0.9998965981	0.005171013824
339	0.9998965981	0.005163428251
340	0.9998965981	0.005152010169
341	0.9998965981	0.005143079465
342	0.9998965981	0.005107654484
343	0.9998965981	0.005099614217
344	0.9998965981	0.005088281559
345	0.9998965981	0.005075599132
346	0.9998965981	0.00505790761
347	0.9998965981	0.005026382156
348	0.9998965981	0.005014471487
349	0.9998965981	0.004947598234
350	0.9998965981	0.004947582858
351	0.9998965981	0.004920465173
352	0.9998965981	0.004878605409
353	0.9998965981	0.004868050632
354	0.9998965981	0.004815607538
355	0.9998965981	0.004793959045
356	0.9998965981	0.00477335458
357	0.9998965981	0.004755275274
358	0.9998965981	0.004755266776
359	0.9998965981	0.004744633416
360	0.9998965981	0.004733971783
361	0.9998965981	0.0047339683
362	0.9998965981	0.004720587651
363	0.9998965981	0.004720577267
364	0.9998965981	0.0046879776
365	0.9998965981	0.004669598925
366	0.9998965981	0.004651783849
367	0.9998965981	0.004634125785
368	0.9998965981	0.004578879315
369	0.9998965981	0.004555942307
370	0.9998965981	0.004513851195
371	0.9998965981	0.004513851195
372	0.9998965981	0.004503054793
373	0.9998965981	0.004459261613
374	0.9998965981	0.004438979731
375	0.9998965981	0.004438977161
376	0.9998965981	0.004425637964
377	0.9998965981	0.004425621876
378	0.9998965981	0.004405740237
379	0.9998965981	0.004398126566
380	0.9998965981	0.004380928243
381	0.9998965981	0.004380928243
382	0.9998965981	0.004368331966
383	0.9998965981	0.004319597305
384	0.9998965981	0.004319587576
385	0.9998965981	0.004302547923
386	0.9998965981	0.004290642995
387	0.9998965981	0.004277112392
388	0.9998965981	0.004277103256
389	0.9998965981	0.004256447041
390	0.9998965981	0.004256447041
391	0.9998965981	0.004240561595
392	0.9998965981	0.004228497346
393	0.9998965981	0.004219175996
394	0.9998965981	0.004202287303
395	0.9998965981	0.004193541242
396	0.9998965981	0.004185903658
397	0.9998965981	0.004177396792
398	0.9998965981	0.004177390719
399	0.9998965981	0.00416710214
400	0.9998965981	0.004160610033
401	0.9998965981	0.004160605811
402	0.9998965981	0.004153971484
403	0.9998965981	0.004133850333
404	0.9998965981	0.004116707475
405	0.9998965981	0.004116683026
406	0.9998965981	0.004098672133
407	0.9998965981	0.004066370881
408	0.9998965981	0.004052457731
409	0.9998965981	0.00404532418
410	0.9998965981	0.004032765323
411	0.9998965981	0.004032755521
412	0.9998965981	0.00401399245
413	0.9998965981	0.004013989609
414	0.9998965981	0.004009902048
415	0.9998965981	0.00399310257
416	0.9998965981	0.003993095679
417	0.9998965981	0.003981030632
418	0.9998965981	0.003963804106
419	0.9998965981	0.003963803097
420	0.9998965981	0.003958105858
421	0.9998965981	0.003958104787
422	0.9998965981	0.003957985998
423	0.9998965981	0.003951021518
424	0.9998965981	0.003914563545
425	0.9998965981	0.003905887927
426	0.9998965981	0.003905885156
427	0.9998965981	0.003892043704
428	0.9998965981	0.003876901987
429	0.9998965981	0.003876898937
430	0.9998965981	0.003876894887
431	0.9998965981	0.003876891734
432	0.9998965981	0.003876880398
433	0.9998965981	0.00386210255
434	0.9998965981	0.00386210255
435	0.9998965981	0.003851573092
436	0.9998965981	0.00383912963
437	0.9998965981	0.003820222668
438	0.9998965981	0.003814028602
439	0.9998965981	0.003798473674
440	0.9998965981	0.003778352335
441	0.9998965981	0.003778346936
442	0.9998965981	0.003772388176
443	0.9998965981	0.003765056442
444	0.9998965981	0.00373401471
445	0.9998965981	0.003734008787
446	0.9998965981	0.003720202445
447	0.9998965981	0.003683097669
448	0.9998965981	0.003683090873
449	0.9998965981	0.003665015758
450	0.9998965981	0.003658854622
451	0.9998965981	0.003625912376
452	0.9998965981	0.00362590325
453	0.9998965981	0.00362590036
454	0.9998965981	0.003617606342
455	0.9998965981	0.003617604237
456	0.9998965981	0.003600277332
457	0.9998965981	0.003587309151
458	0.9998965981	0.003587307222
459	0.9998965981	0.003578365696
460	0.9998965981	0.003568710044
461	0.9998965981	0.003560862342
462	0.9998965981	0.003560860138
463	0.9998965981	0.003560858771
464	0.9998965981	0.003524074256
465	0.9998965981	0.003524070299
466	0.9998965981	0.003524064664
467	0.9998965981	0.003515274332
468	0.9998965981	0.003515269057
469	0.9998965981	0.003515253763
470	0.9998965981	0.003515253763
471	0.9998965981	0.003515242567
472	0.9998965981	0.003507348482
473	0.9998965981	0.00350734205
474	0.9998965981	0.003507334919
475	0.9998965981	0.003499296909
476	0.9998965981	0.003499291068
477	0.9998965981	0.003499287983
478	0.9998965981	0.003499278748
479	0.9998965981	0.003499276878
480	0.9998965981	0.003499276878
481	0.9998965981	0.00349046157
482	0.9998965981	0.003490452211
483	0.9998965981	0.003482079447
484	0.9998965981	0.003482074646
485	0.9998965981	0.003482072185
486	0.9998965981	0.003469317745
487	0.9998965981	0.003469315557
488	0.9998965981	0.003469312467
489	0.9998965981	0.003469296278
490	0.9998965981	0.003469282005
491	0.9998965981	0.003469282005
492	0.9998965981	0.003469282005
493	0.9998965981	0.003455327277
494	0.9998965981	0.00345134596
495	0.9998965981	0.003451341455
496	0.9998965981	0.003451329045
497	0.9998965981	0.00345132679
498	0.9998965981	0.003451324427
499	0.9998965981	0.00344398531
500	0.9998965981	0.003440302937
501	0.9998965981	0.003440298417
502	0.9998965981	0.003433181801
503	0.9998965981	0.003433179644
504	0.9998965981	0.003426605578
505	0.9998965981	0.003426602965
506	0.9998965981	0.003426601691
507	0.9998965981	0.003426599502
508	0.9998965981	0.003426589479
509	0.9998965981	0.003426576698
510	0.9998965981	0.003426576698
511	0.9998965981	0.003426569262
512	0.9998965981	0.003426560003
513	0.9998965981	0.003426557809
514	0.9998965981	0.003426555422
515	0.9998965981	0.003426537813
516	0.9998965981	0.003419684663
517	0.9998965981	0.003419678032
518	0.9998965981	0.003408227375
519	0.9998965981	0.003405069681
520	0.9998965981	0.003405059745
521	0.9998965981	0.003405055502
522	0.9998965981	0.00340504686
523	0.9998965981	0.003405031864
524	0.9998965981	0.003373085303
525	0.9998965981	0.003373077521
526	0.9998965981	0.003373074564
527	0.9998965981	0.003373069871
528	0.9998965981	0.003373069871
529	0.9998965981	0.003373060694
530	0.9998965981	0.003373034562
531	0.9998965981	0.003373030678
532	0.9998965981	0.003373025725
533	0.9998965981	0.003366455853
534	0.9998965981	0.003366455853
535	0.9998965981	0.003366451341
536	0.9998965981	0.003366450387
537	0.9998965981	0.00336644795
538	0.9998965981	0.00336644795
539	0.9998965981	0.003366443033
540	0.9998965981	0.003366442079
541	0.9998965981	0.003366439682
542	0.9998965981	0.003366422819
543	0.9998965981	0.003364167433
544	0.9998965981	0.003364163055
545	0.9998965981	0.003364160728
546	0.9998965981	0.003364159408
547	0.9998965981	0.003364159408
548	0.9998965981	0.003362249669
549	0.9998965981	0.003362241264
550	0.9998965981	0.003362232431
551	0.9998965981	0.003362215089
552	0.9998965981	0.003362215089
553	0.9998965981	0.00336221218
554	0.9998965981	0.003362209272
555	0.9998965981	0.003362205547
556	0.9998965981	0.00336220091
557	0.9998965981	0.003362198078
558	0.9998965981	0.003362194354
559	0.9998965981	0.003362092438
560	0.9998965981	0.00336207514
561	0.9998965981	0.003362066016
562	0.9998965981	0.00336205613
563	0.9998965981	0.003362053223
564	0.9998965981	0.003362048662
565	0.9998965981	0.003362048662
566	0.9998965981	0.003349996003
567	0.9998965981	0.003349991939
568	0.9998965981	0.003349983661
569	0.9998965981	0.003349979207
570	0.9998965981	0.003343784383
571	0.9998965981	0.003343769782
572	0.9998965981	0.003343767467
573	0.9998965981	0.003343763273
574	0.9998965981	0.003343758529
575	0.9998965981	0.003343754237
576	0.9998965981	0.003343746939
577	0.9998965981	0.003343728691
578	0.9998965981	0.003343724475
579	0.9998965981	0.003343722246
580	0.9998965981	0.003343717676
581	0.9998965981	0.003343713258
582	0.9998965981	0.003343705965
583	0.9998965981	0.003343701155
584	0.9998965981	0.003343696346
585	0.9998965981	0.003343679345
586	0.9998965981	0.003343674778
587	0.9998965981	0.00334366749
588	0.9998965981	0.00334366749
589	0.9998965981	0.003343659212
590	0.9998965981	0.003343654647
591	0.9998965981	0.003343651034
592	0.9998965981	0.003343648929
593	0.9998965981	0.003343646701
594	0.9998965981	0.003343642676
595	0.9998965981	0.003343639812
596	0.9998965981	0.003343635602
597	0.9998965981	0.003343631039
598	0.9998965981	0.003343621422
599	0.9998965981	0.003343618559
600	0.9998965981	0.00334361435
601	0.9998965981	0.00334361074
602	0.9998965981	0.00334360225
603	0.9998965981	0.003343593134
604	0.9998965981	0.003343589525
605	0.9998965981	0.003343581038
606	0.9998965981	0.003343544565
607	0.9998965981	0.003343540151
608	0.9998965981	0.003343531092
609	0.9998965981	0.003343528781
610	0.9998965981	0.003343526679
611	0.9998965981	0.003343522662
612	0.9998965981	0.003343515393
613	0.9998965981	0.00334351179
614	0.9998965981	0.00334350941
615	0.9998965981	0.003343505395
616	0.9998965981	0.003343503294
617	0.9998965981	0.003343493681
618	0.9998965981	0.003343475468
619	0.9998965981	0.003343475468
620	0.9998965981	0.003343466
621	0.9998965981	0.003343461987
622	0.9998965981	0.003343443054
623	0.9998965981	0.003343440955
624	0.9998965981	0.003343432486
625	0.9998965981	0.003343427936
626	0.9998965981	0.003343425075
627	0.9998965981	0.003343416607
628	0.9998965981	0.003343413009
629	0.9998965981	0.00334341061
630	0.9998965981	0.003343407749
631	0.9998965981	0.0033434067
632	0.9998965981	0.00334333956
633	0.9998965981	0.003343321393
634	0.9998965981	0.003343303233
635	0.9998965981	0.003343299233
636	0.9998965981	0.003343295234
637	0.9998965981	0.003343291235
638	0.9998965981	0.003343257458
639	0.9998965981	0.003343253052
640	0.9998965981	0.003343248518
641	0.9998965981	0.003343243984
642	0.9998965981	0.003343235546
643	0.9998965981	0.003343228318
644	0.9998965981	0.003343161995
645	0.9998965981	0.003343157469
646	0.9998965981	0.003343124075
647	0.9998965981	0.003343115657
648	0.9998965981	0.003343115657
649	0.9998965981	0.003343111135
650	0.9998965981	0.00334310272
651	0.9998965981	0.003343098199
652	0.9998965981	0.003343064845
653	0.9998965981	0.003343048177
654	0.9998965981	0.003343031515
655	0.9998965981	0.003343028656
656	0.9998965981	0.003343025797
657	0.9998965981	0.003343021283
658	0.9998965981	0.003343004628
659	0.9998965981	0.00334299623
660	0.9998965981	0.00334299623
661	0.9998965981	0.00334299623
662	0.9998965981	0.003342987832
663	0.9998965981	0.003342983322
664	0.9998965981	0.003342974927
665	0.9998965981	0.003342966533
666	0.9998965981	0.003342949897
667	0.9998965981	0.003342941508
668	0.9998965981	0.00334293312
669	0.9998965981	0.003342928614
670	0.9998965981	0.003342911991
671	0.9998965981	0.003342907487
672	0.9998965981	0.003342902984
673	0.9998965981	0.003342886369
674	0.9998965981	0.003342881868
675	0.9998965981	0.003342877367
676	0.9998965981	0.003342872866
677	0.9998965981	0.003342856261
678	0.9998965981	0.003342851763
679	0.9998965981	0.003342769346
680	0.9998965981	0.003342764855
681	0.9998965981	0.003342756496
682	0.9998965981	0.003342752007
683	0.9998965981	0.003342747518
684	0.9998965981	0.003342743029
685	0.9998965981	0.003342707129
686	0.9998965981	0.003342702645
687	0.9998965981	0.00334269816
688	0.9998965981	0.003342689812
689	0.9998965981	0.003342681466
690	0.9998965981	0.003342676984
691	0.9998965981	0.003342665553
692	0.9998965981	0.003342649014
693	0.9998965981	0.003342644534
694	0.9998965981	0.003342640054
695	0.9998965981	0.003342635574
696	0.9998965981	0.003342627235
697	0.9998965981	0.003342622756
698	0.9998965981	0.00334261442
699	0.9998965981	0.003342609942
700	0.9998965981	0.003342593422
701	0.9998965981	0.003342588946
702	0.9998965981	0.003342584471
703	0.9998965981	0.003342579997
704	0.9998965981	0.003342575522
705	0.9998965981	0.003342567193
706	0.9998965981	0.00334256272
707	0.9998965981	0.003342554393
708	0.9998965981	0.003342549921
709	0.9998965981	0.003342541596
710	0.9998965981	0.003342525099
711	0.9998965981	0.003342516778
712	0.9998965981	0.003342512309
713	0.9998965981	0.003342503991
714	0.9998965981	0.003342495748
715	0.9998965981	0.003342491281
716	0.9998965981	0.003342486815
717	0.9998965981	0.003342482349
718	0.9998965981	0.003342477884
719	0.9998965981	0.003342473419
720	0.9998965981	0.003342465107
721	0.9998965981	0.003342460643
722	0.9998965981	0.00334245618
723	0.9998965981	0.003342451717
724	0.9998965981	0.003342447254
725	0.9998965981	0.003342442792
726	0.9998965981	0.00334243833
727	0.9998965981	0.003342433869
728	0.9998965981	0.003342429408
729	0.9998965981	0.003342424948
730	0.9998965981	0.003342416644
731	0.9998965981	0.003342412492
732	0.9998965981	0.003342408033
733	0.9998965981	0.003342403575
734	0.9998965981	0.003342399117
735	0.9998965981	0.003342394659
736	0.9998965981	0.003342390202
737	0.9998965981	0.003342385745
738	0.9998965981	0.003342381289
739	0.9998965981	0.003342376833
740	0.9998965981	0.003342372377
741	0.9998965981	0.003342367922
742	0.9998965981	0.003342363467
743	0.9998965981	0.003342359013
744	0.9998965981	0.003342354559
745	0.9998965981	0.003342350106
746	0.9998965981	0.003342345652
747	0.9998965981	0.003342343426
748	0.9998965981	0.00334233521
749	0.9998965981	0.003342332984
750	0.9998965981	0.003342330758
751	0.9998965981	0.003342328532
752	0.9998965981	0.003342326307
753	0.9998965981	0.003342324081
754	0.9998965981	0.003342321856
755	0.9998965981	0.003342319631
756	0.9998965981	0.003342317406
757	0.9998965981	0.003342315181
758	0.9998965981	0.003342312956
759	0.9998965981	0.003342310731
760	0.9998965981	0.003342308506
761	0.9998965981	0.003342306282
762	0.9998965981	0.003342304057
763	0.9998965981	0.003342301833
764	0.9998965981	0.003342299608
765	0.9998965981	0.003342297384
766	0.9998965981	0.00334229516
767	0.9998965981	0.003342292936
768	0.9998965981	0.003342290712
769	0.9998965981	0.003342288488
770	0.9998965981	0.003342286265
771	0.9998965981	0.003342284041
772	0.9998965981	0.003342281818
773	0.9998965981	0.003342279594
774	0.9998965981	0.003342277371
775	0.9998965981	0.003342275148
776	0.9998965981	0.003342272925
777	0.9998965981	0.003342270702
778	0.9998965981	0.003342268479
779	0.9998965981	0.003342266256
780	0.9998965981	0.003342264034
781	0.9998965981	0.003342261811
782	0.9998965981	0.003342259589
783	0.9998965981	0.0033422507
784	0.9998965981	0.003342241813
785	0.9998965981	0.003342232927
786	0.9998965981	0.003342224043
787	0.9998965981	0.003342221822
788	0.9998965981	0.00334221294
789	0.9998965981	0.00334220406
790	0.9998965981	0.00334220184
791	0.9998965981	0.003342192962
792	0.9998965981	0.003342190743
793	0.9998965981	0.003342188524
794	0.9998965981	0.003342186305
795	0.9998965981	0.003342168555
796	0.9998965981	0.003342133072
797	0.9998965981	0.003342097616
798	0.9998965981	0.0033420799
799	0.9998965981	0.003342071044
800	0.9998965981	0.003342053338
801	0.9998965981	0.003342035637
802	0.9998965981	0.003342017944
803	0.9998965981	0.003342000257
804	0.9998965981	0.003341982577
805	0.9998965981	0.003341964903
806	0.9998965981	0.003341947236
807	0.9998965981	0.003341929576
808	0.9998965981	0.003341911922
809	0.9998965981	0.003341894275
810	0.9998965981	0.003341876634
811	0.9998965981	0.003341859
812	0.9998965981	0.003341859
813	0.9998965981	0.003341841372
814	0.9998965981	0.003341832561
815	0.9998965981	0.003341821145
816	0.9998965981	0.003341812336
817	0.9998965981	0.003341800923
818	0.9998965981	0.003341792115
819	0.9998965981	0.003341783309
820	0.9998965981	0.003341774505
821	0.9998965981	0.003341765703
822	0.9998965981	0.003341756902
823	0.9998965981	0.003341748103
824	0.9998965981	0.003341736692
825	0.9998965981	0.003341727895
826	0.9998965981	0.003341716487
827	0.9998965981	0.003341707691
828	0.9998965981	0.003341698897
829	0.9998965981	0.003341687491
830	0.9998965981	0.003341678699
831	0.9998965981	0.003341669908
832	0.9998965981	0.003341661119
833	0.9998965981	0.003341649716
834	0.9998965981	0.003341638316
835	0.9998965981	0.003341629529
836	0.9998965981	0.003341620743
837	0.9998965981	0.003341585612
838	0.9998965981	0.003341576834
839	0.9998965981	0.003341568058
840	0.9998965981	0.003341559284
841	0.9998965981	0.003341557859
842	0.9998965981	0.003341556435
843	0.9998965981	0.00334155501
844	0.9998965981	0.003341553585
845	0.9998965981	0.003341544813
846	0.9998965981	0.003341536042
847	0.9998965981	0.003341534617
848	0.9998965981	0.003341525848
849	0.9998965981	0.00334151708
850	0.9998965981	0.003341508314
851	0.9998965981	0.00334149955
852	0.9998965981	0.003341498125
853	0.9998965981	0.003341496701
854	0.9998965981	0.003341495277
855	0.9998965981	0.003341486514
856	0.9998965981	0.00334147512
857	0.9998965981	0.003341466359
858	0.9998965981	0.003341457599
859	0.9998965981	0.003341446208
860	0.9998965981	0.003341434818
861	0.9998965981	0.003341423432
862	0.9998965981	0.003341412047
863	0.9998965981	0.003341403289
864	0.9998965981	0.003341391907
865	0.9998965981	0.003341380527
866	0.9998965981	0.003341379105
867	0.9998965981	0.003341377682
868	0.9998965981	0.00334137626
869	0.9998965981	0.003341374838
870	0.9998965981	0.003341373416
871	0.9998965981	0.003341371994
872	0.9998965981	0.003341370572
873	0.9998965981	0.003341368383
